Date,Open,High,Low,Close,Adj Close,Volume
2023-04-12,97.82,98.889999,93.580002,93.839996,93.839996,35516000
2023-04-13,95.875,97.190002,95.095001,96.169998,96.169998,24231700
2023-04-14,95.629997,96.120003,93.839996,94.550003,94.550003,14098700
2023-04-17,96.739998,97.230003,95.489998,96.419998,96.419998,15714100
2023-04-18,99.019997,99.169998,95.181,95.489998,95.489998,20672300
2023-04-19,94.599998,94.82,92.949997,93.489998,93.489998,18985200
2023-04-20,93.349998,93.790001,90.050003,90.739998,90.739998,25533900
2023-04-21,89.959999,90.190002,88.300003,89.129997,89.129997,23097300
2023-04-24,88.400002,88.480003,86.040001,86.889999,86.889999,22757100
2023-04-25,85.32,85.699997,82.211998,82.919998,82.919998,36441300
2023-04-26,85.040001,85.220001,82.760002,82.82,82.82,24983000
2023-04-27,83.07,84.639999,82.639999,84.470001,84.470001,24506800
2023-04-28,84.18,85.080002,83.870003,84.690002,84.690002,18109300
2023-05-01,84.150002,85.279999,83.771004,84.160004,84.160004,12909200
2023-05-02,83.150002,83.279999,80.653999,81.529999,81.529999,20689500
2023-05-03,81.305,82.0,80.489998,81.480003,81.480003,17759400
2023-05-04,82.389999,83.129997,81.800003,82.489998,82.489998,23773800
2023-05-05,82.75,83.379997,82.029999,83.220001,83.220001,17500600
2023-05-08,83.629997,83.699997,82.339996,83.309998,83.309998,17392900
2023-05-09,80.544998,82.660004,80.150002,82.220001,82.220001,13457400
2023-05-10,82.139999,84.5,81.769997,82.949997,82.949997,16868100
2023-05-11,85.43,88.480003,84.82,87.889999,87.889999,28104200
2023-05-12,86.709999,86.709999,84.760002,85.339996,85.339996,19031400
2023-05-15,87.129997,88.400002,85.833,88.339996,88.339996,23691200
2023-05-16,87.110001,89.370003,87.059998,88.760002,88.760002,18177900
2023-05-17,88.459999,91.43,88.010002,90.68,90.68,27670700
2023-05-18,90.809998,91.0,85.0,85.769997,85.769997,60258600
2023-05-19,83.849998,85.199997,83.480003,83.980003,83.980003,21538500
2023-05-22,85.669998,87.480003,85.650002,86.099998,86.099998,16951300
2023-05-23,84.160004,84.974998,82.699997,82.879997,82.879997,19917800
2023-05-24,82.165001,82.599998,80.879997,81.209999,81.209999,17045800
2023-05-25,80.589996,80.709999,78.120003,78.779999,78.779999,21811600
2023-05-26,79.900002,81.566002,78.400002,80.970001,80.970001,16399200
2023-05-30,80.120003,80.699997,78.169998,78.669998,78.669998,21209600
2023-05-31,79.580002,79.665001,77.769997,79.550003,79.550003,16206300
2023-06-01,79.349998,84.0,79.349998,83.0,83.0,23217600
2023-06-02,85.080002,86.029999,84.139999,84.269997,84.269997,17574200
2023-06-05,83.989998,84.57,83.239998,84.400002,84.400002,8204000
2023-06-06,83.5,87.059998,83.370003,86.699997,86.699997,18452000
2023-06-07,85.720001,86.949997,85.089996,85.279999,85.279999,12886700
2023-06-08,85.169998,86.949997,85.169998,86.139999,86.139999,11281000
2023-06-09,86.059998,86.837997,85.065002,85.5,85.5,12882700
2023-06-12,86.010002,87.290001,85.629997,85.860001,85.860001,11559000
2023-06-13,87.959999,89.220001,87.25,87.510002,87.510002,16814100
2023-06-14,87.970001,90.120003,87.709999,89.360001,89.360001,21519300
2023-06-15,91.459999,92.769997,90.599998,92.199997,92.199997,26570500
2023-06-16,94.0,94.290001,91.519997,92.099998,92.099998,25048200
2023-06-20,89.830002,90.199997,87.32,87.93,87.93,23382900
2023-06-21,87.379997,89.160004,86.620003,86.769997,86.769997,15159900
2023-06-22,86.779999,87.315002,85.32,86.889999,86.889999,10272700
2023-06-23,85.809998,85.938004,84.370003,84.919998,84.919998,14830800
2023-06-26,85.32,86.709999,85.209999,85.470001,85.470001,10808700
2023-06-27,86.82,87.614998,86.714996,87.129997,87.129997,13994500
2023-06-28,85.75,85.75,84.379997,84.589996,84.589996,14113800
2023-06-29,83.389999,83.989998,83.0,83.550003,83.550003,13362500
2023-06-30,83.230003,84.230003,83.010002,83.349998,83.349998,12154300
2023-07-03,84.870003,85.635002,84.0,84.07,84.07,11514400
2023-07-05,83.980003,84.690002,82.82,84.300003,84.300003,11203900
2023-07-06,83.120003,83.949997,82.639999,83.839996,83.839996,12930300
2023-07-07,86.760002,91.57,86.629997,90.550003,90.550003,46815900
2023-07-10,90.050003,92.040001,89.599998,90.559998,90.559998,25401800
2023-07-11,91.019997,92.32,89.010002,91.790001,91.790001,20768800
2023-07-12,94.110001,95.029999,92.550003,94.0,94.0,24161400
2023-07-13,95.029999,97.004997,94.599998,96.610001,96.610001,24021400
2023-07-14,95.220001,96.089996,94.239998,94.559998,94.559998,18870000
2023-07-17,92.25,93.550003,91.040001,93.410004,93.410004,17317300
2023-07-18,91.540001,92.209999,90.150002,91.199997,91.199997,20221900
